Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Count,Developer,Rating
7.0,2006.0,0.0,138.0,0.06,0.02,0.0,0.0,0.08,78.0,6.0,8.0,344.0,7.0
6.0,2003.0,11.0,63.0,0.0,0.0,0.23,0.01,0.23,61.2,11.0,73.6,740.0,4.4
17.0,2015.0,0.0,277.0,0.22,0.13,0.22,0.07,0.64,70.6,10.2,168.0,813.0,5.0
16.0,2005.0,0.0,491.0,0.25,0.2,0.0,0.07,0.52,68.0,44.0,56.0,1615.0,5.0
4.0,2010.0,5.0,101.0,0.02,0.0,0.0,0.0,0.02,64.2,8.6,23.4,331.0,1.0
17.0,2012.0,0.0,21.0,0.12,0.1,0.0,0.04,0.26,40.0,9.0,31.0,657.0,5.0
23.0,1994.0,10.0,349.0,0.0,0.0,0.53,0.0,0.53,62.2,13.6,59.8,449.6,5.6
26.0,2010.0,10.0,121.0,0.02,0.0,0.0,0.0,0.03,53.0,21.8,14.4,1663.0,1.0
4.0,2007.0,11.0,196.0,0.08,0.0,0.0,0.01,0.09,73.0,28.0,6.0,1691.0,2.0
28.0,2008.0,8.0,534.0,0.06,0.02,0.0,0.01,0.08,73.0,11.0,12.0,632.0,2.0
16.0,2008.0,0.0,21.0,0.1,0.08,0.0,0.03,0.21,69.0,4.0,16.0,1516.0,2.0
4.0,2006.0,1.0,127.0,0.23,0.0,0.0,0.02,0.24,69.6,12.8,280.0,644.0,1.0
4.0,2008.0,6.0,367.0,0.0,0.02,0.0,0.0,0.02,73.0,6.0,22.6,107.0,1.0
15.0,1995.0,4.0,528.0,1.54,1.33,0.0,0.16,3.03,68.8,14.0,64.6,1078.2,2.4
16.0,2002.0,8.0,491.0,0.49,0.78,0.0,0.23,1.5,84.0,30.0,35.0,1615.0,5.0
4.0,2010.0,5.0,110.0,0.1,0.0,0.0,0.01,0.11,74.0,27.0,11.0,726.0,2.0
16.0,2003.0,6.0,143.0,0.45,0.35,0.0,0.12,0.92,54.6,12.4,11.2,719.8,3.4
28.0,2011.0,3.0,497.0,0.14,0.15,0.0,0.03,0.32,75.4,52.6,275.4,742.6,1.0
17.0,2013.0,8.0,448.0,0.2,0.29,0.0,0.11,0.6,43.0,25.0,295.0,599.0,5.0
16.0,2008.0,10.0,139.0,0.14,0.11,0.0,0.04,0.28,55.0,4.0,13.8,431.0,1.0
7.0,2003.0,4.0,491.0,0.16,0.04,0.0,0.01,0.21,60.6,8.0,13.2,326.4,1.0
17.0,2010.0,2.0,277.0,0.1,0.0,0.0,0.01,0.11,54.0,6.0,10.0,712.0,7.0
16.0,2008.0,3.0,21.0,0.03,0.03,0.0,0.01,0.07,71.6,8.4,8.4,785.2,6.0
4.0,2009.0,7.0,303.0,0.0,0.0,0.04,0.0,0.04,68.4,10.8,16.8,1007.8,3.4
22.0,1993.0,4.0,448.0,1.0,0.36,0.09,0.05,1.5,48.2,21.6,74.4,1172.0,3.6
4.0,2012.0,0.0,285.0,0.0,0.02,0.0,0.0,0.02,50.2,5.2,29.4,1108.8,2.6
26.0,2010.0,0.0,491.0,0.13,0.07,0.0,0.02,0.22,46.0,4.0,5.6,1420.0,2.0
18.0,2014.0,0.0,66.0,0.55,0.86,0.11,0.27,1.79,75.0,65.0,1223.0,1442.0,5.0
4.0,2008.0,1.0,432.0,0.06,0.0,0.0,0.0,0.07,54.0,37.0,15.0,1682.0,7.0
4.0,2007.0,0.0,552.0,0.28,0.0,0.0,0.02,0.3,66.0,16.0,8.6,1628.0,1.0
29.0,2004.0,4.0,548.0,0.11,0.03,0.0,0.01,0.14,64.0,17.0,10.0,502.0,1.0
29.0,2003.0,9.0,290.0,0.19,0.05,0.0,0.01,0.25,77.0,31.0,4.0,1505.0,7.0
16.0,2008.0,7.0,467.0,0.73,0.03,0.0,0.12,0.87,68.0,20.0,105.0,775.0,2.0
26.0,2011.0,6.0,67.0,0.01,0.0,0.0,0.0,0.01,48.4,10.2,685.6,194.0,1.0
29.0,2002.0,0.0,248.0,0.28,0.08,0.0,0.01,0.38,79.0,28.0,20.0,666.0,5.0
26.0,2007.0,10.0,124.0,0.21,0.0,0.0,0.02,0.22,48.0,10.6,15.4,295.2,3.8
27.0,2012.0,4.0,55.0,0.0,0.03,0.0,0.0,0.03,72.8,31.0,50.2,369.8,4.6
0.0,1982.6,10.0,21.0,0.48,0.03,0.0,0.01,0.51,67.8,20.4,26.0,782.4,1.4
15.0,2000.0,6.0,244.0,0.16,0.11,0.0,0.02,0.29,71.0,11.0,46.0,293.0,1.0
20.0,2012.0,7.0,210.0,0.0,0.0,0.09,0.0,0.09,58.6,16.6,82.8,957.4,6.0
13.0,2009.0,8.0,21.0,0.02,0.0,0.0,0.0,0.02,78.0,37.8,1501.4,948.4,4.6
6.0,2002.0,2.0,443.0,0.04,0.02,0.0,0.0,0.06,67.0,14.0,10.0,92.0,7.0
2.0,2011.0,0.0,361.0,0.0,0.01,0.0,0.0,0.01,66.4,43.0,123.2,928.8,2.8
20.0,2013.0,0.0,552.0,0.11,0.29,0.0,0.11,0.51,61.0,15.8,42.6,1165.4,3.0
23.0,1993.0,2.0,349.0,0.0,0.0,0.73,0.0,0.73,52.0,18.2,54.8,851.0,5.2
4.0,2010.0,3.0,491.0,0.13,0.0,0.0,0.01,0.14,65.0,21.0,312.8,29.0,1.0
17.0,2015.0,0.0,503.0,0.0,0.0,0.02,0.0,0.02,64.0,35.4,39.6,921.2,7.0
10.0,1998.0,6.0,361.0,0.45,0.33,0.29,0.03,1.1,86.6,21.2,63.4,891.8,1.0
29.0,2006.0,10.0,139.0,0.02,0.01,0.0,0.0,0.03,75.0,14.0,6.0,449.0,2.0
28.0,2013.0,0.0,277.0,0.3,0.14,0.0,0.04,0.48,82.0,46.0,358.0,1119.0,5.0
15.0,1999.0,6.0,279.0,0.2,0.14,0.0,0.02,0.36,60.6,13.2,149.6,950.4,4.2
6.0,2005.0,3.0,491.0,0.12,0.05,0.0,0.0,0.17,66.6,19.6,57.6,643.8,1.0
28.0,2010.0,0.0,528.0,0.3,0.26,0.0,0.06,0.62,74.0,69.0,112.0,1547.0,7.0
26.0,2006.0,0.0,327.0,0.19,0.01,0.0,0.02,0.21,46.0,21.0,19.0,1110.0,2.0
11.0,1988.0,7.0,469.0,0.0,0.0,0.76,0.0,0.76,70.8,22.2,852.0,737.6,3.4
16.0,2001.0,1.0,277.0,0.09,0.07,0.03,0.02,0.21,78.0,18.0,19.0,815.0,7.0
26.0,2012.0,10.0,497.0,0.36,0.03,0.0,0.03,0.42,67.4,16.6,10.0,1604.0,1.0
15.0,2001.0,2.0,349.0,0.01,0.01,0.0,0.0,0.02,64.0,5.0,71.0,155.0,1.0
5.0,1997.0,9.0,349.0,0.0,0.0,1.44,0.01,1.45,71.8,23.6,46.2,698.4,3.0
16.0,2006.0,2.0,458.0,0.0,0.0,0.05,0.0,0.05,66.2,26.2,29.0,971.0,5.6
20.0,2015.0,1.0,39.0,0.01,0.0,0.0,0.0,0.01,56.4,10.8,8.0,92.0,5.0
21.0,1996.0,1.0,141.0,0.0,0.0,0.36,0.0,0.36,68.4,16.0,64.8,914.0,4.8
13.0,2011.0,0.0,103.0,0.0,0.05,0.0,0.01,0.06,63.2,20.0,46.2,733.2,5.0
6.0,2003.0,10.0,17.0,0.05,0.02,0.0,0.0,0.07,68.8,12.2,5.6,791.2,1.8
16.0,2005.0,10.0,21.0,0.8,0.63,0.01,0.19,1.62,65.8,25.6,23.8,1223.2,7.0
17.0,2010.0,7.0,448.0,0.19,0.17,0.0,0.07,0.43,64.0,49.0,117.0,1050.0,5.0
7.0,2005.0,10.0,139.0,0.44,0.11,0.0,0.02,0.57,86.0,21.0,11.0,449.0,1.0
28.0,2011.0,9.0,491.0,0.3,0.08,0.0,0.03,0.41,66.0,11.0,4.0,215.0,1.0
29.0,2005.0,1.0,53.0,0.07,0.03,0.0,0.0,0.1,84.0,51.0,39.0,1158.0,5.0
26.0,2010.0,1.0,349.0,0.15,0.06,0.0,0.02,0.23,55.4,22.8,27.2,1274.0,1.0
27.0,2013.0,0.0,552.0,0.04,0.06,0.0,0.01,0.12,77.0,7.0,31.0,1432.0,2.0
4.0,2007.0,0.0,367.0,0.04,0.0,0.0,0.0,0.04,78.0,30.0,54.4,1161.0,1.0
16.0,2007.0,11.0,247.0,0.0,0.0,0.01,0.0,0.01,66.8,32.0,151.6,499.4,4.8
2.0,2012.0,0.0,361.0,0.0,0.0,0.27,0.0,0.27,66.4,43.0,123.2,928.8,2.8
17.0,2014.0,11.0,349.0,0.0,0.0,0.06,0.0,0.06,68.8,37.0,250.0,866.2,6.6
4.0,2005.0,5.0,361.0,0.15,0.01,0.06,0.01,0.23,88.0,49.0,164.0,1156.0,1.0
4.0,2010.0,0.0,552.0,0.09,0.02,0.0,0.01,0.11,62.2,12.8,111.8,654.0,2.0
16.0,2007.0,11.0,78.0,0.0,0.0,0.03,0.0,0.03,69.8,34.0,144.0,722.2,4.8
28.0,2010.0,3.0,21.0,0.64,0.12,0.0,0.06,0.82,86.0,66.0,23.0,546.0,7.0
4.0,2009.0,1.0,85.0,0.23,0.14,0.3,0.04,0.7,78.0,51.0,79.0,268.0,7.0
28.0,2008.0,3.0,21.0,1.78,0.63,0.0,0.25,2.66,85.0,67.0,171.0,1004.0,7.0
26.0,2010.0,0.0,361.0,0.85,0.27,0.13,0.1,1.34,79.0,71.0,482.0,1455.0,7.0
16.0,2004.0,4.0,85.0,0.29,0.22,0.0,0.08,0.59,81.0,26.0,20.0,133.0,1.0
16.0,2003.0,0.0,495.0,0.0,0.0,0.04,0.0,0.04,66.4,29.6,45.8,817.6,4.6
27.0,2014.0,0.0,349.0,0.0,0.04,0.02,0.0,0.06,66.0,11.0,43.0,596.0,7.0
19.0,2006.0,2.0,63.0,0.0,0.0,0.01,0.0,0.01,52.6,11.2,55.6,512.6,3.8
4.0,2009.0,4.0,552.0,0.12,0.0,0.0,0.01,0.14,71.2,17.6,298.0,1628.0,1.0
20.0,2016.0,0.0,264.0,0.0,0.0,0.03,0.0,0.03,58.6,15.4,75.6,763.2,6.0
26.0,2009.0,3.0,528.0,0.22,0.0,0.0,0.02,0.24,48.8,15.8,13.8,867.0,1.0
15.0,1997.0,10.0,458.0,0.35,0.24,0.0,0.04,0.62,81.4,16.6,80.6,906.8,3.6
26.0,2009.0,5.0,99.0,0.01,0.0,0.0,0.0,0.01,62.6,8.6,15.4,725.4,2.2
16.0,2005.0,3.0,491.0,0.37,0.01,0.0,0.06,0.44,61.0,15.0,53.0,550.4,2.4
28.0,2006.0,8.0,21.0,0.13,0.0,0.0,0.01,0.14,63.2,35.0,37.4,618.4,5.4
19.0,2010.0,0.0,464.0,0.0,0.0,0.19,0.0,0.19,61.0,30.6,39.4,762.6,6.2
16.0,2004.0,0.0,85.0,0.19,0.15,0.17,0.05,0.57,58.0,35.0,70.0,268.0,5.0
7.0,2005.0,0.0,448.0,0.05,0.01,0.0,0.0,0.07,73.0,24.0,15.0,337.0,5.0
6.0,2004.0,8.0,569.0,0.02,0.01,0.0,0.0,0.02,67.0,22.2,434.4,1607.0,7.0
15.0,1996.0,8.0,178.0,0.4,0.27,0.0,0.05,0.72,71.6,20.8,136.6,888.6,5.0
4.0,2010.0,0.0,139.0,0.2,0.08,0.0,0.02,0.31,54.8,8.0,5.0,309.4,1.8
16.0,2005.0,3.0,491.0,0.19,0.15,0.0,0.05,0.38,60.0,7.0,7.0,214.0,1.0
19.0,2006.0,2.0,448.0,0.53,0.57,0.0,0.34,1.43,51.2,19.6,54.6,1095.8,3.8
15.0,2001.0,11.0,63.0,0.0,0.0,0.58,0.04,0.62,60.8,22.0,70.4,864.4,3.6
27.0,2013.0,0.0,85.0,0.07,0.07,0.03,0.01,0.19,80.0,19.0,146.0,268.0,5.0
26.0,2007.0,10.0,277.0,0.0,0.0,0.06,0.0,0.06,74.8,18.4,26.8,704.4,1.0
6.0,2005.0,5.0,349.0,0.17,0.06,0.0,0.0,0.24,63.2,17.0,9.4,660.8,1.0
16.0,2009.0,11.0,349.0,0.0,0.0,0.31,0.0,0.31,68.8,42.6,93.6,950.2,5.6
16.0,2001.0,6.0,458.0,2.07,0.26,0.0,0.08,2.41,82.0,16.0,53.0,1171.0,1.0
26.0,2007.0,10.0,277.0,0.23,0.0,0.04,0.02,0.29,83.0,12.0,45.0,815.0,1.0
26.0,2009.0,10.0,226.0,0.08,0.0,0.0,0.01,0.09,57.0,10.6,1026.0,680.0,1.0
7.0,2006.0,6.0,448.0,0.71,0.18,0.0,0.03,0.92,59.0,32.0,46.0,1342.0,1.0
15.0,1998.0,3.0,13.0,0.19,0.13,0.0,0.02,0.34,46.8,11.4,42.4,736.4,2.4
26.0,2007.0,4.0,411.0,0.02,0.0,0.0,0.0,0.03,53.0,9.2,16.2,373.0,1.0
19.0,2006.0,7.0,503.0,0.15,0.01,0.04,0.02,0.23,87.0,37.0,69.0,1029.0,7.0
13.0,2006.0,6.0,139.0,0.0,0.04,0.0,0.01,0.05,78.0,17.0,249.0,204.0,2.0
30.0,2014.0,10.0,497.0,0.29,0.23,0.0,0.05,0.57,56.0,25.0,63.0,1652.0,7.0
19.0,2012.0,7.0,471.0,0.0,0.0,0.02,0.0,0.02,66.4,26.8,102.4,1097.2,5.0
6.0,2005.0,11.0,53.0,0.04,0.01,0.0,0.0,0.05,78.0,29.0,10.0,307.0,2.0
6.0,2005.0,9.0,491.0,0.31,0.12,0.0,0.01,0.43,68.2,14.6,11.8,302.6,3.0
26.0,2008.0,6.0,569.0,0.3,0.0,0.0,0.02,0.32,45.6,21.6,16.8,391.0,1.0
16.0,2008.0,1.0,110.0,0.0,0.0,0.03,0.0,0.03,57.2,12.0,9.2,782.0,3.0
15.0,1999.0,6.0,458.0,3.88,3.42,1.69,0.5,9.49,93.0,23.0,135.0,1130.0,7.0
16.0,2001.0,6.0,422.0,0.05,0.04,0.0,0.01,0.1,64.0,12.0,7.8,1169.0,1.0
2.0,2013.0,10.0,110.0,0.0,0.01,0.0,0.0,0.02,64.4,14.4,5.0,1502.0,1.0
16.0,2006.0,8.0,138.0,0.02,0.02,0.0,0.01,0.04,71.0,37.0,9.0,1190.0,7.0
10.0,2000.0,4.0,21.0,0.16,0.04,0.0,0.0,0.2,69.2,19.6,11.8,600.6,5.8
16.0,2000.0,10.0,139.0,1.19,0.07,0.05,0.2,1.5,91.0,25.0,7.0,449.0,1.0
20.0,2014.0,1.0,264.0,0.0,0.0,0.04,0.0,0.04,58.6,15.4,75.6,763.2,6.0
15.0,1995.0,2.0,276.0,0.02,0.01,0.0,0.0,0.03,59.4,22.6,140.0,757.8,5.2
15.0,1998.0,2.0,17.0,1.27,0.42,0.0,0.07,1.76,48.6,11.4,48.0,857.6,2.4
13.0,2009.0,9.0,139.0,0.02,0.18,0.0,0.38,0.57,81.0,31.0,72.0,1485.0,7.0
28.0,2011.0,0.0,448.0,0.11,0.05,0.0,0.01,0.17,60.0,48.0,37.0,1010.0,7.0
16.0,2005.0,8.0,139.0,0.89,0.69,0.09,0.21,1.88,77.6,40.4,100.0,601.0,6.6
17.0,2011.0,3.0,458.0,0.0,0.08,0.0,0.02,0.1,61.2,21.4,9.0,1196.0,3.6
30.0,2014.0,0.0,497.0,2.81,2.19,0.0,0.47,5.48,97.0,14.0,764.0,1220.0,5.0
20.0,2012.0,0.0,448.0,0.0,0.0,0.02,0.0,0.02,61.6,14.2,68.6,973.2,5.6
29.0,2006.0,10.0,295.0,0.02,0.01,0.0,0.0,0.03,74.0,12.0,7.2,89.0,1.0
19.0,2011.0,11.0,349.0,0.0,0.0,0.14,0.0,0.14,62.0,34.4,28.8,1115.6,6.2
4.0,2009.0,0.0,491.0,0.42,0.0,0.0,0.0,0.42,57.6,8.2,5.8,575.8,2.2
13.0,2010.0,1.0,528.0,0.0,0.03,0.0,0.01,0.04,47.0,5.0,6.0,1469.0,5.0
16.0,2008.0,2.0,522.0,0.0,0.0,0.03,0.0,0.03,63.2,30.2,60.0,920.8,4.2
13.0,2015.0,7.0,349.0,0.21,0.46,0.0,0.05,0.72,93.0,32.0,10665.0,264.0,5.0
19.0,2006.0,3.0,116.0,0.0,0.0,0.06,0.0,0.06,59.2,14.0,45.0,668.8,3.6
7.0,2003.0,5.0,528.0,0.01,0.0,0.0,0.0,0.01,53.0,4.0,17.4,1435.0,1.0
13.0,2009.0,11.0,6.0,0.01,0.02,0.0,0.0,0.03,80.0,22.0,136.0,174.0,5.0
17.0,2008.0,7.0,53.0,0.19,0.12,0.07,0.05,0.44,80.0,34.0,117.0,1519.0,7.0
20.0,2012.0,10.0,277.0,0.0,0.0,0.06,0.0,0.06,74.8,25.8,91.2,737.0,3.0
4.0,2011.0,10.0,497.0,0.09,0.0,0.0,0.01,0.1,66.2,10.6,9.2,1474.8,2.2
26.0,2009.0,7.0,467.0,0.13,0.06,0.05,0.02,0.25,64.0,29.0,11.0,1365.0,2.0
4.0,2006.0,5.0,361.0,0.08,0.01,0.03,0.01,0.14,68.0,33.0,11.0,956.0,1.0
28.0,2009.0,3.0,409.0,0.03,0.0,0.0,0.0,0.03,67.0,4.0,37.4,1131.0,2.0
16.0,2003.0,1.0,53.0,0.08,0.06,0.0,0.02,0.16,69.0,25.0,28.0,463.0,7.0
26.0,2009.0,5.0,569.0,0.11,0.0,0.0,0.01,0.12,63.0,11.0,12.0,726.0,1.0
19.0,2005.0,10.0,139.0,0.69,0.0,0.0,0.06,0.75,75.0,23.0,16.0,453.0,1.0
16.0,2001.0,6.0,191.0,0.16,0.12,0.0,0.04,0.32,64.0,11.0,7.4,1472.0,1.0
21.0,1995.0,7.0,55.0,0.0,0.0,0.38,0.0,0.38,64.0,29.4,70.0,559.0,6.0
4.0,2008.0,8.0,284.0,0.02,0.0,0.0,0.0,0.02,64.0,6.0,40.4,893.0,2.0
15.0,1995.0,4.0,104.0,0.49,0.33,0.0,0.06,0.87,70.6,23.0,142.2,863.2,3.8
23.0,1992.0,7.0,149.0,0.0,0.0,0.07,0.0,0.07,64.0,17.2,50.0,961.6,4.4
16.0,2006.0,10.0,327.0,0.23,0.18,0.0,0.06,0.47,69.0,19.0,8.0,938.0,1.0
4.0,2009.0,7.0,528.0,0.15,0.02,0.0,0.01,0.18,63.2,11.2,6.6,1218.4,1.0
4.0,2009.0,5.0,380.0,0.04,0.0,0.0,0.0,0.04,58.4,10.2,86.6,1188.0,1.2
10.0,1998.0,6.0,139.0,0.94,0.04,0.0,0.01,0.98,80.4,22.0,310.4,744.4,4.2
15.0,2001.0,3.0,21.0,0.05,0.03,0.0,0.01,0.09,63.0,7.0,6.0,52.0,1.0
17.0,2013.0,7.0,364.0,0.25,0.07,0.17,0.05,0.53,82.0,62.0,288.0,1584.0,7.0
4.0,2009.0,3.0,121.0,0.03,0.0,0.0,0.0,0.03,63.2,12.8,9.6,320.6,3.4
16.0,2007.0,3.0,428.0,0.92,0.04,0.0,0.15,1.11,69.0,50.0,31.0,647.0,7.0
2.0,2011.0,10.0,113.0,0.0,0.04,0.0,0.0,0.04,60.0,20.4,14.8,986.8,1.2
16.0,2004.0,7.0,85.0,0.02,0.01,0.0,0.0,0.03,62.0,30.0,4.0,423.0,7.0
19.0,2006.0,3.0,568.0,0.0,0.0,0.04,0.0,0.04,53.8,19.4,45.8,812.8,5.0
5.0,1999.0,0.0,361.0,0.0,0.0,0.31,0.0,0.31,71.8,18.0,53.6,894.2,1.0
19.0,2012.0,0.0,277.0,0.0,0.0,0.15,0.0,0.15,65.6,28.2,62.2,826.4,3.4
6.0,2002.0,4.0,60.0,0.31,0.11,0.0,0.01,0.43,64.2,11.4,9.6,439.8,3.6
17.0,2006.0,2.0,139.0,0.81,0.58,0.01,0.26,1.67,83.0,37.0,24.0,436.0,7.0
19.0,2009.0,0.0,349.0,0.0,0.0,0.06,0.0,0.06,59.6,24.4,33.8,998.2,7.0
26.0,2009.0,10.0,6.0,0.17,0.06,0.0,0.02,0.25,63.8,14.8,6.4,312.0,1.0
3.0,1998.0,1.0,164.0,0.0,0.0,0.06,0.0,0.06,58.6,13.8,16.8,537.2,4.6
6.0,2005.0,3.0,548.0,0.1,0.04,0.0,0.0,0.15,66.0,12.8,11.6,918.8,1.4
28.0,2007.0,1.0,528.0,3.28,1.64,0.07,0.56,5.54,81.0,77.0,1074.0,1547.0,5.0
15.0,1996.0,0.0,545.0,2.05,1.16,1.11,0.73,5.05,91.0,8.0,266.0,268.0,5.0
28.0,2012.0,0.0,21.0,0.18,0.05,0.0,0.02,0.26,63.0,13.0,27.0,1232.0,1.0
0.0,1983.0,0.0,53.0,0.47,0.03,0.0,0.01,0.5,65.4,28.6,163.0,364.6,4.8
19.0,2006.0,0.0,528.0,0.11,0.01,0.0,0.01,0.13,61.0,31.0,7.0,1547.0,7.0
6.0,2005.0,9.0,139.0,0.28,0.1,0.0,0.01,0.39,58.0,11.0,6.0,909.0,2.0
4.0,2010.0,0.0,349.0,0.0,0.0,0.09,0.0,0.09,62.2,17.6,13.4,907.2,2.4
19.0,2011.0,7.0,364.0,0.0,0.0,0.05,0.0,0.05,74.8,25.8,63.0,1106.4,7.0
19.0,2013.0,10.0,277.0,0.0,0.0,0.2,0.0,0.2,79.4,40.2,232.0,766.8,2.2
26.0,2008.0,9.0,227.0,0.0,0.0,0.01,0.0,0.01,50.8,11.2,7.0,580.8,2.0
27.0,2014.0,4.0,361.0,0.7,0.55,0.16,0.12,1.52,83.0,77.0,712.0,1210.0,1.0
26.0,2009.0,10.0,123.0,0.13,0.0,0.0,0.01,0.14,57.2,19.8,46.8,392.0,7.0
16.0,2006.0,11.0,53.0,0.55,0.02,0.0,0.09,0.66,69.0,32.0,52.0,554.0,2.0
29.0,2003.0,10.0,139.0,0.14,0.04,0.0,0.01,0.19,69.0,14.0,4.0,477.0,1.0
26.0,2011.0,3.0,294.0,0.08,0.0,0.0,0.01,0.09,60.4,51.0,379.6,477.0,2.0
13.0,2013.0,8.0,21.0,0.23,0.41,0.0,0.05,0.7,78.6,25.2,2270.2,1060.0,5.4
26.0,2010.0,6.0,533.0,0.0,0.0,0.02,0.0,0.02,63.2,29.6,69.6,1107.6,3.6
17.0,2014.0,0.0,552.0,0.12,0.27,0.0,0.07,0.46,70.6,5.0,10.0,1432.0,2.0
17.0,2013.0,3.0,448.0,0.08,0.0,0.19,0.02,0.28,73.0,10.0,108.0,1289.0,7.0
16.0,2000.0,10.0,326.0,0.14,0.11,0.0,0.04,0.28,54.0,15.0,9.6,1437.0,1.0
2.0,2012.0,0.0,552.0,0.41,0.28,0.0,0.06,0.75,72.0,6.0,25.0,1432.0,2.0
4.0,2006.0,2.0,448.0,0.29,0.01,0.12,0.03,0.45,83.0,32.0,23.0,1512.0,7.0
6.0,2004.0,6.0,491.0,0.32,0.12,0.0,0.01,0.45,56.6,7.8,9.6,299.0,1.0
16.0,2004.0,8.0,201.0,0.04,0.03,0.0,0.01,0.07,65.0,27.0,17.0,299.0,5.0
4.0,2008.0,3.0,21.0,2.1,1.01,0.01,0.35,3.46,71.0,70.0,29.0,1591.0,2.0
7.0,2002.0,0.0,53.0,0.16,0.04,0.0,0.01,0.21,33.0,6.0,18.0,1437.0,1.0
30.0,2016.0,7.0,349.0,0.26,0.09,0.0,0.04,0.39,87.0,14.0,514.0,552.0,4.8
6.0,2002.0,0.0,139.0,1.21,0.64,0.05,0.09,1.99,76.0,11.0,14.0,502.0,1.0
15.0,1999.0,4.0,458.0,2.14,1.21,0.01,0.17,3.52,85.4,20.2,180.8,893.8,1.0
26.0,2009.0,9.0,139.0,0.21,0.02,0.0,0.02,0.26,58.6,15.2,28.8,106.0,1.0
15.0,1999.0,7.0,466.0,0.45,0.3,0.0,0.05,0.8,80.0,14.0,28.0,1370.0,7.0
7.0,2002.0,0.0,139.0,0.41,0.11,0.0,0.01,0.53,82.0,13.0,23.0,1384.0,7.0
15.0,1998.0,11.0,43.0,0.0,0.0,0.09,0.01,0.09,65.4,25.0,115.6,510.4,3.8
7.0,2003.0,2.0,491.0,0.26,0.07,0.0,0.01,0.33,76.0,26.0,47.0,1652.0,7.0
2.0,2012.0,0.0,39.0,0.0,0.0,0.02,0.0,0.02,63.8,10.4,41.4,628.8,3.2
29.0,2003.0,2.0,85.0,0.08,0.02,0.0,0.0,0.1,80.0,26.0,13.0,268.0,7.0
16.0,2005.0,3.0,528.0,0.02,0.01,0.0,0.0,0.04,65.0,10.0,14.6,108.0,7.0
2.0,2014.0,0.0,552.0,0.1,0.12,0.0,0.02,0.24,61.6,5.4,14.6,1181.0,3.0
15.0,1995.0,8.0,458.0,0.0,0.0,0.09,0.01,0.09,80.2,9.4,80.8,1090.6,3.4
19.0,2012.0,0.0,108.0,0.0,0.0,0.02,0.0,0.02,55.8,13.2,13.6,954.0,3.0
4.0,2007.0,3.0,349.0,0.0,0.0,0.1,0.0,0.1,57.2,17.6,9.2,973.8,2.4
4.0,2007.0,10.0,303.0,0.0,0.0,0.03,0.0,0.03,56.2,12.0,22.0,860.6,3.6
26.0,2007.0,4.0,548.0,0.18,0.02,0.0,0.02,0.21,60.0,8.0,15.0,821.0,2.0
4.0,2010.0,0.0,127.0,0.24,0.03,0.0,0.02,0.29,60.8,6.8,5.8,66.0,1.0
11.0,1986.0,7.0,85.0,0.49,0.0,0.52,1.51,2.52,78.0,27.2,263.8,529.4,2.6
4.0,2007.0,3.0,528.0,0.73,0.01,0.0,0.06,0.8,57.0,8.0,15.0,1550.0,2.0
2.0,2011.0,4.0,361.0,4.89,3.0,2.14,0.78,10.81,90.0,82.0,921.0,1020.0,1.0
13.0,2008.0,0.0,517.0,0.0,0.01,0.0,0.0,0.01,65.0,16.0,55.0,1143.0,5.0
28.0,2009.0,8.0,528.0,0.3,0.24,0.0,0.06,0.6,77.0,77.0,94.0,1459.0,5.0
4.0,2010.0,3.0,129.0,0.05,0.0,0.0,0.0,0.05,54.4,10.6,26.8,425.0,1.0
17.0,2010.0,6.0,121.0,0.08,0.02,0.0,0.02,0.12,66.0,36.0,13.0,1459.0,2.0
28.0,2012.0,1.0,161.0,0.0,0.02,0.0,0.0,0.02,64.0,24.0,30.0,550.0,5.0
28.0,2007.0,0.0,552.0,0.06,0.01,0.0,0.01,0.08,40.0,15.0,13.0,1197.0,2.0
28.0,2011.0,2.0,6.0,0.05,0.02,0.0,0.01,0.08,49.0,17.0,11.0,825.0,5.0
26.0,2012.0,0.0,171.0,0.0,0.02,0.0,0.0,0.02,57.2,17.6,48.8,957.6,4.0
6.0,2003.0,6.0,491.0,0.21,0.08,0.0,0.01,0.3,48.0,14.0,8.0,623.0,1.0
2.0,2013.0,7.0,434.0,0.0,0.0,0.08,0.0,0.08,70.0,16.6,36.8,1340.6,1.4
6.0,2002.0,10.0,277.0,0.0,0.0,0.14,0.0,0.14,57.0,6.4,8.2,854.8,1.0
15.0,1998.0,3.0,458.0,0.63,0.43,0.0,0.07,1.13,75.8,13.0,22.2,873.8,4.6
17.0,2015.0,1.0,505.0,0.02,0.02,0.0,0.01,0.04,58.8,24.6,96.6,1125.6,6.2
5.0,1991.0,1.0,361.0,0.85,0.31,0.56,0.04,1.76,78.0,30.8,104.0,734.0,1.2
4.0,2010.0,3.0,110.0,0.0,0.0,0.04,0.0,0.04,61.0,15.0,11.6,501.0,2.6
17.0,2016.0,3.0,349.0,0.0,0.0,0.06,0.0,0.06,57.0,28.4,61.8,782.0,6.0
4.0,2011.0,3.0,552.0,0.07,0.0,0.0,0.01,0.07,67.2,17.4,16.8,684.4,2.2
4.0,2008.0,3.0,333.0,0.0,0.0,0.02,0.0,0.02,52.8,16.6,16.8,763.4,3.4
