Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Count,Developer,Rating
4.0,2008.0,9.0,123.0,0.01,0.0,0.0,0.0,0.01,77.6,37.8,2836.2,188.0,1.0
30.0,2016.0,0.0,277.0,0.01,0.0,0.0,0.0,0.01,77.6,20.2,330.6,812.0,5.0
28.0,2007.0,7.0,467.0,0.13,0.0,0.01,0.01,0.15,69.8,37.6,169.8,1365.0,7.0
19.0,2011.0,1.0,78.0,0.0,0.0,0.01,0.0,0.01,58.2,22.0,60.0,896.4,2.8
16.0,2006.0,7.0,277.0,0.08,0.06,0.19,0.02,0.35,76.0,43.0,109.0,815.0,7.0
28.0,2010.0,0.0,325.0,0.06,0.06,0.04,0.01,0.17,68.6,53.4,283.0,1006.2,5.4
16.0,2010.0,0.0,497.0,0.34,0.01,0.0,0.06,0.41,75.2,24.0,34.0,1606.0,1.0
16.0,2003.0,9.0,27.0,0.07,0.06,0.16,0.02,0.31,73.8,24.0,110.8,956.8,4.8
2.0,2011.0,0.0,528.0,0.05,0.09,0.0,0.02,0.15,56.0,8.0,12.0,1546.0,2.0
19.0,2010.0,1.0,108.0,0.0,0.0,0.02,0.0,0.02,63.8,18.2,20.8,954.0,3.0
2.0,2012.0,0.0,349.0,0.0,0.0,0.06,0.0,0.06,48.2,9.2,14.8,452.2,3.0
16.0,2002.0,10.0,139.0,0.21,0.17,0.16,0.06,0.59,73.0,19.0,18.0,449.0,1.0
29.0,2004.0,9.0,325.0,0.02,0.01,0.0,0.0,0.03,55.0,21.0,13.0,576.0,7.0
4.0,2007.0,5.0,350.0,0.12,0.0,0.0,0.01,0.13,41.0,5.0,4.0,1118.0,1.0
7.0,2003.0,4.0,497.0,0.08,0.02,0.0,0.0,0.1,74.0,22.4,12.6,490.0,2.2
4.0,2009.0,9.0,6.0,0.04,0.0,0.0,0.0,0.04,70.0,15.4,9.0,27.0,1.0
18.0,2016.0,0.0,85.0,0.02,0.0,0.01,0.01,0.04,78.0,6.0,30.0,268.0,5.0
28.0,2008.0,10.0,66.0,0.56,0.0,0.0,0.05,0.61,70.0,28.0,34.0,827.0,1.0
4.0,2007.0,1.0,491.0,0.03,0.0,0.0,0.0,0.03,53.2,10.0,8.0,929.2,2.2
16.0,2008.0,10.0,277.0,0.0,0.0,0.24,0.0,0.24,66.6,8.8,9.4,811.6,1.2
16.0,2004.0,11.0,6.0,0.04,0.03,0.0,0.01,0.08,75.0,31.0,9.0,1108.0,7.0
26.0,2009.0,3.0,570.0,0.06,0.0,0.0,0.0,0.06,73.4,21.2,484.8,1672.0,1.0
19.0,2010.0,11.0,277.0,0.13,0.04,0.14,0.03,0.34,72.6,16.2,22.6,815.0,1.2
4.0,2008.0,0.0,275.0,0.65,0.22,0.0,0.09,0.95,70.8,12.4,4.0,960.0,1.0
17.0,2011.0,10.0,139.0,1.93,0.15,0.0,0.17,2.25,79.0,31.0,56.0,453.0,1.0
7.0,2003.0,6.0,143.0,0.06,0.02,0.0,0.0,0.08,63.0,5.0,6.0,504.0,7.0
23.0,1996.0,10.0,277.0,0.0,0.0,0.45,0.0,0.45,72.6,12.4,15.0,789.0,3.2
4.0,2005.0,0.0,467.0,0.13,0.0,0.31,0.01,0.44,83.0,41.0,45.0,1366.0,1.0
16.0,2002.0,6.0,139.0,0.05,0.04,0.02,0.01,0.12,81.0,11.0,10.0,1608.0,1.0
15.0,1999.0,9.0,56.0,0.06,0.04,0.0,0.01,0.1,69.6,20.0,81.4,803.4,4.4
4.0,2007.0,10.0,432.0,0.07,0.0,0.0,0.0,0.07,59.4,13.6,18.0,833.8,1.4
4.0,2011.0,3.0,21.0,0.26,0.02,0.0,0.02,0.3,70.6,12.8,72.2,686.0,1.0
19.0,2005.0,8.0,458.0,1.03,0.0,0.01,0.08,1.12,82.0,44.0,63.0,1665.0,5.0
30.0,2015.0,1.0,505.0,0.03,0.0,0.0,0.0,0.03,51.2,14.8,36.0,1471.4,5.8
13.0,2011.0,9.0,139.0,0.11,0.17,0.0,0.05,0.34,54.6,10.8,14.0,1485.0,7.0
4.0,2008.0,9.0,467.0,0.06,0.0,0.0,0.0,0.06,60.0,10.0,9.8,1435.0,1.0
20.0,2016.0,0.0,233.0,0.0,0.0,0.01,0.0,0.01,64.2,22.8,57.6,1049.0,6.0
4.0,2009.0,7.0,349.0,0.0,0.0,0.15,0.0,0.15,60.8,17.8,17.2,808.4,2.8
29.0,2003.0,2.0,320.0,0.02,0.01,0.0,0.0,0.02,26.0,8.0,6.0,592.0,7.0
16.0,2006.0,3.0,116.0,0.0,0.0,0.11,0.0,0.11,62.6,20.8,149.4,463.0,5.6
0.0,1981.0,8.0,307.0,0.22,0.01,0.0,0.0,0.24,65.6,35.2,1019.6,615.8,2.6
13.0,2014.0,6.0,528.0,0.0,0.03,0.0,0.0,0.03,80.0,12.0,97.0,1201.0,2.0
16.0,2009.0,10.0,277.0,0.0,0.0,0.08,0.0,0.08,67.6,8.6,9.4,811.6,1.2
18.0,2014.0,10.0,139.0,0.46,0.41,0.01,0.17,1.05,70.0,57.0,279.0,449.0,7.0
26.0,2012.0,6.0,305.0,0.0,0.01,0.0,0.0,0.01,46.0,11.2,22.4,982.4,5.6
19.0,2009.0,3.0,37.0,0.0,0.0,0.04,0.0,0.04,60.0,13.2,60.4,487.0,5.6
4.0,2007.0,3.0,298.0,0.04,0.0,0.0,0.0,0.04,58.6,15.4,6.8,627.8,2.2
4.0,2009.0,11.0,528.0,0.3,0.25,0.0,0.06,0.62,59.0,9.8,4.0,1553.0,2.0
28.0,2009.0,0.0,21.0,0.12,0.03,0.0,0.01,0.17,63.0,31.0,7.0,168.0,2.0
23.0,1995.0,7.0,87.0,0.0,0.0,0.4,0.0,0.4,62.2,20.0,50.6,691.4,5.2
26.0,2009.0,3.0,400.0,0.0,0.34,0.0,0.03,0.37,48.4,26.0,24.2,1118.2,3.8
11.0,1987.0,1.0,361.0,2.19,0.5,1.61,0.08,4.38,69.8,32.8,146.0,745.4,3.8
7.0,2006.0,4.0,327.0,0.09,0.02,0.0,0.0,0.12,51.0,8.0,9.8,108.0,2.0
16.0,2004.0,7.0,467.0,0.13,0.1,0.0,0.03,0.27,67.0,21.0,20.0,1166.0,7.0
17.0,2010.0,7.0,349.0,0.28,0.18,0.45,0.07,0.98,77.0,55.0,336.0,979.0,7.0
7.0,2002.0,10.0,139.0,0.16,0.04,0.0,0.01,0.21,91.0,11.0,9.0,449.0,1.0
17.0,2008.0,7.0,364.0,0.14,0.02,0.05,0.02,0.23,52.0,32.0,82.0,314.0,7.0
19.0,2008.0,7.0,233.0,0.04,0.0,0.0,0.01,0.05,57.0,14.0,12.0,703.0,7.0
15.0,1996.0,3.0,324.0,0.3,0.21,0.0,0.04,0.55,52.8,14.0,46.6,1063.8,5.6
19.0,2013.0,1.0,233.0,0.0,0.0,0.02,0.0,0.02,65.4,20.4,28.4,1049.0,6.6
4.0,2008.0,7.0,183.0,0.06,0.0,0.0,0.0,0.06,63.0,11.8,35.4,973.0,1.0
17.0,2011.0,1.0,497.0,1.27,1.29,0.12,0.49,3.17,89.0,78.0,1010.0,1453.0,5.0
19.0,2007.0,7.0,157.0,0.0,0.0,0.06,0.0,0.06,66.8,16.4,65.6,599.4,6.0
26.0,2009.0,9.0,277.0,0.26,0.14,0.0,0.04,0.44,66.0,5.0,5.0,815.0,2.0
16.0,2008.0,4.0,448.0,0.0,0.0,0.01,0.0,0.01,54.4,18.8,78.4,1360.0,1.6
26.0,2010.0,1.0,533.0,0.08,0.0,0.0,0.0,0.08,82.2,40.2,87.2,974.0,7.0
17.0,2013.0,7.0,364.0,0.05,0.02,0.12,0.01,0.2,86.0,12.0,128.0,520.0,7.0
16.0,2008.0,4.0,77.0,0.06,0.05,0.0,0.02,0.12,60.4,11.0,7.0,1197.0,2.0
5.0,1999.0,10.0,277.0,0.0,0.0,0.17,0.0,0.17,62.4,9.0,8.2,838.6,1.0
16.0,2006.0,0.0,497.0,0.75,0.03,0.04,0.12,0.94,87.0,69.0,293.0,1225.0,7.0
26.0,2014.0,0.0,127.0,0.0,0.04,0.0,0.0,0.04,67.4,20.2,45.8,281.2,1.6
0.0,1981.0,0.0,510.0,0.65,0.04,0.0,0.01,0.69,60.4,19.4,108.0,850.2,4.8
2.0,2011.0,3.0,491.0,0.13,0.05,0.0,0.02,0.19,64.0,8.0,8.0,1628.0,1.0
4.0,2010.0,2.0,463.0,0.04,0.0,0.0,0.0,0.05,68.6,42.4,411.0,1128.0,7.0
19.0,2009.0,0.0,85.0,0.0,0.0,0.26,0.0,0.26,69.2,44.6,112.4,296.2,6.2
16.0,2000.0,10.0,497.0,0.12,0.1,0.0,0.03,0.25,46.0,15.0,8.0,1063.0,1.0
16.0,2006.0,1.0,85.0,0.0,0.0,0.02,0.0,0.02,69.2,42.6,116.6,308.4,5.8
28.0,2010.0,7.0,85.0,0.0,0.0,0.13,0.0,0.13,65.8,35.2,77.4,751.0,3.4
23.0,1996.0,8.0,227.0,0.0,0.0,0.17,0.0,0.17,54.8,9.6,45.0,1084.4,4.4
30.0,2016.0,0.0,252.0,0.01,0.0,0.0,0.0,0.01,74.0,13.0,7.0,746.0,2.0
6.0,2001.0,7.0,528.0,0.14,0.05,0.0,0.0,0.19,81.0,16.0,16.0,268.0,1.0
4.0,2010.0,7.0,87.0,0.0,0.0,0.04,0.0,0.04,76.6,15.0,14.0,465.4,1.0
18.0,2016.0,9.0,349.0,0.0,0.0,0.1,0.0,0.1,69.6,40.6,159.0,537.0,7.0
29.0,2003.0,8.0,512.0,0.01,0.0,0.0,0.0,0.02,30.0,9.0,12.0,1493.0,5.0
19.0,2011.0,1.0,30.0,0.0,0.0,0.03,0.0,0.03,61.8,17.2,68.6,935.6,4.6
6.0,2001.0,6.0,491.0,0.11,0.04,0.0,0.0,0.16,73.2,10.4,6.0,858.4,1.0
23.0,1993.0,4.0,361.0,5.99,2.15,2.12,0.29,10.55,75.0,46.4,857.4,874.4,3.6
28.0,2007.0,10.0,139.0,0.54,0.0,0.01,0.03,0.59,74.0,48.0,44.0,453.0,1.0
4.0,2009.0,5.0,139.0,0.01,0.19,0.0,0.02,0.22,57.0,6.0,10.0,477.0,1.0
17.0,2010.0,6.0,21.0,0.22,0.36,0.02,0.12,0.72,81.0,58.0,86.0,202.0,2.0
18.0,2015.0,2.0,349.0,0.0,0.12,0.04,0.02,0.18,59.0,30.0,45.0,405.0,7.0
29.0,2005.0,10.0,139.0,0.29,0.38,0.0,0.01,0.68,80.0,39.0,22.0,431.0,1.0
28.0,2015.0,0.0,21.0,0.25,0.13,0.0,0.04,0.42,76.0,25.6,5.0,1591.0,2.0
17.0,2011.0,0.0,491.0,0.11,0.05,0.0,0.03,0.19,58.8,9.2,30.0,1420.0,2.0
4.0,2011.0,5.0,305.0,0.05,0.05,0.0,0.01,0.1,66.4,21.4,17.6,772.0,1.0
28.0,2012.0,7.0,161.0,0.15,0.08,0.0,0.02,0.25,52.0,35.0,126.0,353.0,5.0
18.0,2016.0,1.0,364.0,0.03,0.0,0.0,0.01,0.04,72.0,26.0,19.0,30.0,7.0
19.0,2009.0,11.0,349.0,0.0,0.0,0.07,0.0,0.07,66.4,35.8,17.6,1171.6,4.2
18.0,2015.0,4.0,563.0,0.03,0.03,0.0,0.01,0.08,90.0,18.0,312.0,1649.0,1.0
4.0,2008.0,0.0,349.0,0.0,0.0,0.08,0.0,0.08,68.2,19.4,12.2,994.6,3.4
26.0,2010.0,3.0,528.0,0.0,0.11,0.0,0.02,0.13,58.4,11.2,32.6,1135.6,1.4
2.0,2011.0,3.0,113.0,0.0,0.04,0.0,0.0,0.05,61.0,14.2,96.2,485.0,1.0
7.0,2002.0,2.0,327.0,0.31,0.08,0.0,0.01,0.41,81.0,20.0,43.0,938.0,5.0
16.0,2008.0,4.0,497.0,0.06,0.05,0.0,0.02,0.12,62.0,16.0,8.2,1439.0,1.0
4.0,2008.0,7.0,361.0,0.19,0.0,0.08,0.01,0.29,69.0,23.0,18.0,1088.0,2.0
21.0,1994.0,2.0,448.0,0.0,0.0,0.12,0.0,0.12,52.4,22.2,76.8,990.6,4.6
6.0,2004.0,6.0,139.0,0.31,0.12,0.0,0.01,0.43,72.0,8.0,13.0,1127.0,1.0
23.0,1999.0,11.0,361.0,0.0,0.0,0.26,0.0,0.26,76.6,39.0,46.4,830.6,5.6
16.0,2003.0,6.0,320.0,0.06,0.04,0.0,0.01,0.11,67.0,15.0,5.0,335.0,1.0
26.0,2009.0,7.0,432.0,0.1,0.01,0.01,0.01,0.14,35.0,17.0,19.0,782.0,7.0
26.0,2012.0,3.0,361.0,0.0,0.0,0.29,0.0,0.29,69.0,42.4,99.4,1062.6,1.6
15.0,1996.0,3.0,178.0,0.52,0.36,0.0,0.06,0.94,71.8,15.4,87.4,1009.2,6.0
4.0,2006.0,3.0,277.0,0.0,0.0,0.07,0.0,0.07,67.6,26.0,55.8,880.6,2.4
29.0,2003.0,10.0,139.0,0.24,0.49,0.0,0.05,0.79,82.0,20.0,23.0,431.0,1.0
28.0,2011.0,10.0,225.0,0.09,0.19,0.0,0.03,0.31,73.0,14.0,8.0,1309.0,1.0
16.0,2003.0,10.0,532.0,0.24,0.19,0.0,0.06,0.49,47.2,10.0,10.0,214.0,1.0
20.0,2014.0,1.0,349.0,0.0,0.0,0.06,0.0,0.06,68.0,9.0,28.0,413.2,6.0
4.0,2009.0,4.0,528.0,0.2,0.01,0.0,0.02,0.22,58.0,6.4,6.0,1539.0,1.0
29.0,2005.0,0.0,448.0,0.1,0.03,0.0,0.0,0.13,73.0,36.0,12.0,337.0,5.0
16.0,2010.0,1.0,7.0,0.0,0.0,0.07,0.0,0.07,58.8,19.6,26.4,277.4,6.6
6.0,2002.0,10.0,21.0,0.11,0.04,0.0,0.0,0.16,82.0,5.0,68.6,676.0,1.0
4.0,2009.0,9.0,57.0,0.0,0.02,0.0,0.0,0.02,82.0,26.0,52.8,471.6,4.4
4.0,2007.0,1.0,491.0,0.29,0.22,0.0,0.06,0.57,55.6,4.8,4.8,1420.0,1.0
26.0,2009.0,9.0,6.0,0.04,0.0,0.0,0.0,0.05,63.8,13.2,18.0,27.0,1.0
17.0,2010.0,4.0,21.0,0.16,0.02,0.0,0.02,0.19,57.0,11.0,6.0,1647.0,2.0
6.0,2003.0,0.0,491.0,1.59,1.05,0.04,0.14,2.82,67.8,9.4,8.0,1591.0,1.0
28.0,2010.0,8.0,88.0,0.54,0.5,0.0,0.12,1.16,45.0,39.0,89.0,294.0,5.0
17.0,2012.0,0.0,139.0,0.37,0.0,0.0,0.06,0.43,66.6,17.0,63.0,196.0,5.0
13.0,2010.0,6.0,91.0,0.0,0.05,0.0,0.01,0.05,84.0,15.0,99.0,306.0,1.0
26.0,2007.0,10.0,528.0,0.15,0.0,0.0,0.01,0.17,64.0,9.0,32.4,1547.0,2.0
26.0,2009.0,3.0,332.0,0.0,0.32,0.0,0.03,0.35,55.2,24.0,31.6,664.2,4.2
26.0,2009.0,5.0,552.0,1.4,0.16,0.0,0.12,1.68,37.0,4.0,14.4,523.0,1.0
30.0,2016.0,8.0,192.0,0.02,0.0,0.0,0.0,0.03,70.0,4.0,16.8,599.0,5.0
28.0,2006.0,10.0,91.0,0.0,0.01,0.0,0.0,0.01,69.6,35.4,32.0,1041.6,6.2
15.0,2000.0,10.0,21.0,3.05,1.41,0.02,0.2,4.68,98.0,19.0,299.0,1004.0,7.0
19.0,2011.0,7.0,503.0,0.0,0.0,0.04,0.0,0.04,57.2,26.4,87.8,813.8,6.2
4.0,2012.0,0.0,349.0,0.0,0.0,0.1,0.0,0.1,57.0,11.6,14.8,567.2,2.8
17.0,2014.0,2.0,448.0,0.05,0.0,0.09,0.01,0.16,66.0,13.0,29.0,1295.0,7.0
16.0,2003.0,3.0,127.0,0.12,0.1,0.0,0.03,0.25,56.0,6.0,18.4,1558.0,1.0
16.0,2004.0,0.0,491.0,0.96,1.08,0.04,0.3,2.37,62.0,36.0,22.0,657.0,7.0
4.0,2011.0,5.0,53.0,0.05,0.0,0.0,0.0,0.05,60.8,20.6,41.0,1124.0,1.0
4.0,2011.0,4.0,491.0,0.08,0.02,0.0,0.01,0.11,75.0,11.0,6.0,642.0,1.0
4.0,2006.0,7.0,349.0,0.0,0.0,0.02,0.0,0.02,59.2,13.0,17.8,378.6,2.6
29.0,2004.0,11.0,290.0,0.03,0.01,0.0,0.0,0.05,69.0,32.0,4.0,417.0,7.0
7.0,2004.0,4.0,53.0,0.01,0.0,0.0,0.0,0.02,64.0,9.0,13.2,1092.0,7.0
15.0,1998.0,8.0,178.0,0.05,0.03,0.0,0.01,0.09,71.6,20.8,136.6,888.6,5.0
19.0,2005.0,10.0,121.0,0.07,0.0,0.0,0.01,0.07,51.0,11.0,4.0,212.0,7.0
29.0,2003.0,11.0,257.0,0.06,0.02,0.0,0.0,0.08,70.0,22.0,9.0,765.0,7.0
26.0,2008.0,3.0,127.0,0.77,0.31,0.0,0.11,1.19,53.0,21.8,14.4,1666.0,1.0
15.0,1999.0,0.0,244.0,0.29,0.2,0.0,0.03,0.52,60.8,10.2,53.4,643.2,3.0
2.0,2016.0,9.0,361.0,0.0,0.02,0.0,0.0,0.03,64.4,26.8,32.0,96.0,4.8
15.0,1998.0,9.0,277.0,0.0,0.0,1.07,0.02,1.09,75.4,11.2,46.8,804.2,4.2
26.0,2010.0,8.0,6.0,0.11,0.0,0.0,0.01,0.12,76.2,12.0,29.0,1404.0,2.0
17.0,2011.0,2.0,552.0,1.98,0.53,0.0,0.34,2.84,84.0,60.0,494.0,1000.0,5.0
28.0,2009.0,9.0,528.0,0.1,0.02,0.0,0.01,0.14,62.0,39.0,9.0,1510.0,7.0
15.0,1998.0,7.0,166.0,0.01,0.01,0.07,0.01,0.1,62.0,21.2,107.8,597.6,4.6
20.0,2011.0,0.0,503.0,0.05,0.06,0.11,0.02,0.24,67.0,35.0,73.0,807.0,7.0
7.0,2003.0,10.0,53.0,0.04,0.01,0.0,0.0,0.05,60.0,11.0,17.0,155.0,1.0
26.0,2007.0,2.0,327.0,0.19,0.02,0.0,0.02,0.23,71.0,29.0,33.0,761.0,5.0
16.0,2007.0,1.0,303.0,0.0,0.0,0.02,0.0,0.02,65.2,17.8,64.2,729.8,4.8
16.0,2005.0,7.0,63.0,0.0,0.0,0.16,0.0,0.16,55.0,14.2,43.0,684.2,3.4
15.0,1996.0,4.0,18.0,0.1,0.07,0.0,0.01,0.19,48.6,11.4,42.0,857.6,2.4
4.0,2008.0,7.0,440.0,0.0,0.0,0.01,0.0,0.01,58.8,9.4,13.6,773.0,1.0
13.0,2003.0,1.0,323.0,0.0,0.01,0.0,0.0,0.02,71.0,25.0,28.0,931.0,5.0
28.0,2009.0,10.0,497.0,0.06,0.0,0.0,0.01,0.07,47.0,13.0,10.0,222.0,1.0
4.0,2013.0,0.0,21.0,0.0,0.11,0.0,0.01,0.12,74.6,30.6,298.8,207.0,1.0
17.0,2006.8,8.0,533.0,0.17,0.04,0.01,0.03,0.24,77.0,48.0,100.0,1176.0,5.0
28.0,2008.0,0.0,349.0,0.07,0.03,0.08,0.01,0.19,49.0,30.0,18.0,1054.0,7.0
13.0,2014.0,7.0,345.0,0.08,0.07,0.0,0.01,0.16,82.0,52.0,965.0,274.0,7.0
28.0,2006.0,0.0,503.0,0.11,0.01,0.0,0.01,0.13,61.0,40.0,19.0,1054.0,7.0
18.0,2016.0,0.0,552.0,0.16,0.43,0.01,0.11,0.7,78.0,61.0,91.0,1432.0,2.0
30.0,2016.0,0.0,121.0,0.02,0.03,0.0,0.0,0.05,67.0,10.0,18.0,1459.0,5.0
17.0,2015.0,0.0,349.0,0.0,0.06,0.19,0.01,0.25,60.6,20.2,7.0,1054.0,7.0
13.0,2011.0,7.0,139.0,1.58,1.01,0.0,0.38,2.96,85.0,73.0,2748.0,862.0,7.0
4.0,2008.0,0.0,548.0,0.07,0.0,0.0,0.01,0.08,60.0,8.0,29.6,1384.0,2.0
19.0,2005.0,0.0,497.0,2.9,2.81,0.24,1.73,7.69,88.0,65.0,451.0,1218.0,5.0
0.0,1981.0,0.0,2.0,0.74,0.04,0.0,0.01,0.79,65.8,21.0,105.2,857.8,2.6
6.0,2005.0,4.0,21.0,0.06,0.02,0.0,0.0,0.09,67.0,14.2,7.4,1156.4,1.2
29.0,2005.0,3.0,306.0,0.01,0.0,0.0,0.0,0.02,74.0,9.0,4.0,82.0,7.0
2.0,2015.0,0.0,349.0,0.0,0.0,0.13,0.0,0.13,48.2,11.8,18.4,704.6,1.4
17.0,2011.0,1.0,7.0,0.0,0.0,0.02,0.0,0.02,58.8,19.6,26.4,278.0,6.2
18.0,2016.0,3.0,503.0,0.01,0.0,0.05,0.0,0.06,61.2,28.8,50.0,931.8,6.0
28.0,2011.0,3.0,325.0,0.27,0.06,0.0,0.03,0.35,75.8,32.4,39.4,1249.2,7.0
18.0,2015.0,1.0,7.0,0.0,0.0,0.01,0.0,0.01,68.8,11.6,43.8,554.4,7.0
13.0,2007.0,3.0,50.0,0.02,0.0,0.0,0.0,0.02,79.0,15.0,63.0,121.0,7.0
4.0,2009.6,1.0,533.0,0.11,0.0,0.0,0.01,0.12,67.8,11.4,9.2,1621.0,1.0
13.0,2002.0,11.0,53.0,1.19,0.05,0.0,0.0,1.25,74.0,22.0,135.0,287.0,1.0
16.0,2007.0,7.0,503.0,0.0,0.0,0.05,0.0,0.05,73.0,33.6,95.2,605.6,5.2
28.0,2009.0,9.0,6.0,0.23,0.23,0.0,0.05,0.51,80.0,43.0,18.0,574.0,7.0
20.0,2014.0,2.0,39.0,0.03,0.0,0.03,0.01,0.07,66.2,14.8,28.0,92.0,7.0
16.0,2005.0,10.0,139.0,1.35,0.05,0.0,0.02,1.42,85.2,30.2,36.2,446.2,1.0
27.0,2014.0,0.0,349.0,0.0,0.0,0.02,0.0,0.02,65.8,25.6,15.8,1080.0,2.4
17.0,2011.0,10.0,528.0,0.0,0.1,0.0,0.02,0.12,61.8,22.6,21.2,1001.8,2.2
28.0,2012.0,8.0,139.0,0.1,0.06,0.0,0.02,0.18,74.0,65.0,174.0,1375.0,5.0
16.0,2004.0,4.0,139.0,0.26,0.2,0.0,0.07,0.53,71.0,24.0,22.0,821.0,1.0
4.0,2006.0,10.0,139.0,0.05,0.01,0.0,0.0,0.06,66.2,8.0,8.0,495.0,1.0
26.0,2010.0,1.0,491.0,0.15,0.06,0.0,0.02,0.23,49.2,6.4,5.6,1420.0,2.0
26.0,2009.0,5.0,448.0,0.0,0.0,0.05,0.0,0.05,64.0,38.4,65.2,1082.4,2.4
4.0,2005.0,4.0,277.0,0.06,0.0,0.0,0.0,0.06,69.0,10.0,5.6,816.0,1.0
2.0,2014.0,3.0,361.0,0.18,0.12,0.16,0.03,0.49,76.0,22.0,19.0,654.0,1.0
20.0,2012.0,7.0,157.0,0.0,0.0,0.07,0.0,0.07,66.6,23.6,108.0,851.4,5.6
6.0,2003.0,4.0,491.0,0.04,0.01,0.0,0.0,0.05,68.0,20.6,10.2,557.2,1.0
13.0,2013.0,0.0,552.0,0.13,0.16,0.0,0.02,0.31,74.0,17.0,1170.0,752.0,7.0
26.0,2007.0,0.0,21.0,0.13,0.0,0.0,0.01,0.14,59.0,29.0,6.0,1010.0,2.0
4.0,2009.0,3.0,332.0,0.0,0.04,0.0,0.0,0.04,59.4,13.2,16.8,662.0,2.2
15.0,2000.0,10.0,327.0,0.07,0.05,0.0,0.01,0.13,57.8,12.2,13.4,716.6,1.0
19.0,2007.0,8.0,528.0,0.42,0.19,0.0,0.13,0.74,60.0,20.0,31.0,1547.0,7.0
15.0,2000.0,6.0,139.0,0.31,0.21,0.0,0.04,0.56,67.4,12.2,13.2,364.8,2.2
4.0,2009.0,7.0,467.0,0.0,0.0,0.02,0.0,0.02,78.0,32.8,23.0,1060.4,2.8
17.0,2011.0,0.0,349.0,0.0,0.09,0.11,0.02,0.23,62.0,14.0,34.0,405.0,4.8
16.0,2010.0,0.0,552.0,0.08,0.11,0.0,0.08,0.27,64.0,18.6,45.0,1306.0,3.6
29.0,2006.0,10.0,139.0,0.16,0.35,0.0,0.04,0.54,80.6,21.8,9.6,437.4,1.0
27.0,2012.0,0.0,21.0,0.22,0.12,0.0,0.03,0.37,80.0,8.0,22.0,1591.0,2.0
26.0,2010.0,5.0,361.0,0.33,0.16,0.02,0.05,0.56,72.0,19.0,4.0,1474.0,1.0
26.0,2009.0,8.0,21.0,0.14,0.0,0.0,0.01,0.15,51.6,7.2,8.2,47.0,7.0
30.0,2014.0,1.0,7.0,0.0,0.0,0.01,0.0,0.01,75.4,12.8,43.2,807.6,6.0
4.0,2010.0,1.0,349.0,0.0,0.0,0.07,0.0,0.07,62.2,17.6,10.4,782.8,2.4
4.0,2009.0,1.0,127.0,0.21,0.01,0.0,0.02,0.23,66.0,7.0,4.0,1397.0,1.0
28.0,2008.0,0.0,85.0,0.79,0.34,0.08,0.13,1.34,84.0,61.0,248.0,268.0,5.0
10.0,1998.0,6.0,17.0,0.06,0.02,0.0,0.0,0.08,63.6,18.0,13.2,102.2,2.2
17.0,2014.0,0.0,528.0,0.56,0.81,0.1,0.27,1.74,60.6,7.6,383.0,1547.0,5.0
6.0,2001.0,4.0,361.0,0.9,0.73,0.54,0.09,2.26,88.0,17.0,42.0,1020.0,1.0
16.0,2004.0,11.0,290.0,0.04,0.03,0.0,0.01,0.07,64.0,25.0,6.0,417.0,7.0
26.0,2007.0,6.0,139.0,0.53,0.45,0.0,0.12,1.1,61.0,16.0,14.0,439.0,2.0
16.0,2005.0,0.0,438.0,0.05,0.04,0.0,0.01,0.11,58.0,29.0,24.0,201.0,5.0
19.0,2010.0,0.0,277.0,0.0,0.0,0.07,0.0,0.07,63.0,18.0,21.4,655.6,5.0
18.0,2015.0,0.0,168.0,0.03,0.0,0.0,0.01,0.03,61.4,31.6,170.8,1618.0,7.0
16.0,2007.0,7.0,364.0,0.03,0.02,0.0,0.01,0.06,69.0,20.0,41.0,635.0,2.0
13.0,2000.0,9.0,139.0,0.01,0.03,0.0,0.01,0.05,92.0,38.0,451.0,909.0,7.0
23.0,1993.0,10.0,361.0,0.0,0.0,0.8,0.0,0.8,67.0,30.6,128.6,905.4,4.6
4.0,2009.0,9.0,528.0,0.04,0.0,0.0,0.0,0.04,65.2,6.4,6.8,1088.8,1.0
4.0,2005.0,1.0,361.0,0.15,0.01,0.12,0.01,0.29,70.0,51.0,42.0,292.0,7.0
4.0,2008.0,9.0,139.0,0.31,0.3,0.0,0.07,0.69,50.0,12.0,4.0,558.0,1.0
26.0,2009.0,9.0,491.0,0.1,0.0,0.0,0.01,0.11,58.2,23.0,19.8,489.0,1.0
7.0,2003.0,3.0,17.0,0.17,0.04,0.0,0.01,0.22,55.8,14.0,6.2,478.4,4.6
21.0,1998.0,1.0,448.0,0.0,0.0,0.53,0.0,0.53,48.2,21.6,74.4,1172.0,3.6
13.0,2009.0,7.0,139.0,0.0,0.46,0.0,0.05,0.51,91.0,67.0,3542.0,196.0,5.0
16.0,2005.0,0.0,528.0,0.06,0.04,0.0,0.01,0.11,68.0,39.0,27.0,372.0,5.0
4.0,2005.0,5.0,53.0,0.04,0.0,0.0,0.0,0.05,38.0,19.0,6.0,1435.0,1.0
28.0,2011.0,0.0,139.0,0.63,0.57,0.0,0.15,1.36,68.0,65.0,160.0,204.0,7.0
16.0,2002.0,10.0,139.0,1.25,0.15,0.03,0.22,1.66,83.0,22.0,28.0,431.0,1.0
4.0,2005.0,0.0,277.0,0.05,0.0,0.0,0.0,0.06,58.0,10.0,5.0,815.0,1.0
